Date,Open,High,Low,Close,Adj Close,Volume
9/20/2017,0.156494,0.189448,0.152489,0.189165,0.189165,2718640
9/21/2017,0.189132,0.207892,0.155292,0.16968,0.16968,2126270
9/22/2017,0.169826,0.181675,0.139869,0.150503,0.150503,1423220
9/23/2017,0.149562,0.15744,0.126297,0.131129,0.131129,1186670
9/24/2017,0.13111,0.19025,0.130275,0.170278,0.170278,1025740
9/25/2017,0.170636,0.182637,0.15858,0.182198,0.182198,1021370
9/26/2017,0.182039,0.223162,0.182039,0.194958,0.194958,1319050
9/27/2017,0.194737,0.206099,0.194253,0.194586,0.194586,1097010
9/28/2017,0.193377,0.28382,0.19131,0.243795,0.243795,8113680
9/29/2017,0.245437,0.334931,0.214421,0.30844,0.30844,8896430
9/30/2017,0.312497,0.472558,0.300089,0.451364,0.451364,23440700
10/1/2017,0.451547,0.451884,0.382034,0.436647,0.436647,10005100
10/2/2017,0.437667,0.440264,0.356767,0.356767,0.356767,7101340
10/3/2017,0.367254,0.367254,0.295817,0.345535,0.345535,8211990
10/4/2017,0.343186,0.398695,0.336883,0.397361,0.397361,7604930
10/5/2017,0.39703,0.417906,0.378043,0.406538,0.406538,6291110
10/6/2017,0.406319,0.48505,0.404342,0.475765,0.475765,12167500
10/7/2017,0.472246,0.476171,0.423777,0.463657,0.463657,7408570
10/8/2017,0.462486,0.473417,0.358079,0.397137,0.397137,7203350
10/9/2017,0.404506,0.43956,0.357163,0.380589,0.380589,6781680
10/10/2017,0.380399,0.43306,0.360251,0.407469,0.407469,7138890
10/11/2017,0.416346,0.454111,0.408787,0.450463,0.450463,5477860
10/12/2017,0.452886,0.475765,0.423021,0.444011,0.444011,8959280
10/13/2017,0.441636,0.47379,0.414082,0.434603,0.434603,7521630
10/14/2017,0.434848,0.459368,0.389206,0.39186,0.39186,4219350
10/15/2017,0.391134,0.423696,0.37072,0.413516,0.413516,5135330
10/16/2017,0.415525,0.527722,0.389498,0.423807,0.423807,12123000
10/17/2017,0.422383,0.422383,0.359183,0.400848,0.400848,6321060
10/18/2017,0.402731,0.402731,0.32579,0.366229,0.366229,5336930
10/19/2017,0.367808,0.377265,0.293921,0.3,0.3,5812480
10/20/2017,0.298908,0.323952,0.21627,0.223874,0.223874,7715660
10/21/2017,0.223434,0.266299,0.203227,0.252681,0.252681,5154740
10/22/2017,0.258186,0.285979,0.249826,0.264695,0.264695,4038780
10/23/2017,0.263856,0.276816,0.228412,0.248675,0.248675,2972470
10/24/2017,0.244765,0.294806,0.236123,0.254453,0.254453,3665750
10/25/2017,0.255253,0.257736,0.235772,0.254435,0.254435,2161880
10/26/2017,0.254033,0.254033,0.224187,0.227041,0.227041,1681240
10/27/2017,0.227601,0.235078,0.219734,0.224644,0.224644,1419580
10/28/2017,0.22461,0.227004,0.199226,0.206531,0.206531,1522820
10/29/2017,0.205613,0.218749,0.182713,0.198876,0.198876,2352990
10/30/2017,0.199246,0.210863,0.195898,0.209849,0.209849,1492410
10/31/2017,0.211457,0.221311,0.184711,0.193912,0.193912,2251570
11/1/2017,0.190372,0.190372,0.155311,0.157611,0.157611,3130450
11/2/2017,0.156799,0.194406,0.138434,0.167427,0.167427,3643740
11/3/2017,0.161143,0.188294,0.158104,0.171798,0.171798,2411460
11/4/2017,0.170295,0.185698,0.162385,0.177603,0.177603,1757130
11/5/2017,0.176922,0.182497,0.169625,0.172059,0.172059,1080670
11/6/2017,0.17337,0.17347,0.156914,0.167456,0.167456,1599470
11/7/2017,0.167836,0.177565,0.162294,0.177539,0.177539,1267510
11/8/2017,0.177328,0.258522,0.171102,0.213909,0.213909,5493180
11/9/2017,0.216713,0.248233,0.195411,0.223969,0.223969,3347920
11/10/2017,0.2247,0.23128,0.180161,0.187602,0.187602,2125460
11/11/2017,0.186398,0.197687,0.166026,0.17977,0.17977,2238980
11/12/2017,0.179667,0.198376,0.145948,0.170898,0.170898,5455200
11/13/2017,0.169117,0.205014,0.168743,0.183071,0.183071,2992650
11/14/2017,0.184815,0.199968,0.1704,0.188114,0.188114,2203410
11/15/2017,0.187613,0.193513,0.17603,0.186138,0.186138,1689780
11/16/2017,0.187482,0.188444,0.164531,0.169761,0.169761,1766160
11/17/2017,0.169455,0.171535,0.152477,0.159649,0.159649,2547360
11/18/2017,0.155009,0.177912,0.150702,0.170872,0.170872,1948470
11/19/2017,0.170798,0.173812,0.157416,0.162354,0.162354,1646620
11/20/2017,0.162366,0.166283,0.156672,0.162183,0.162183,1916880
11/21/2017,0.163476,0.168005,0.153796,0.154972,0.154972,1952710
11/22/2017,0.15698,0.174569,0.150318,0.168515,0.168515,2709660
11/23/2017,0.169655,0.190338,0.157085,0.164384,0.164384,3325760
11/24/2017,0.165317,0.193379,0.155927,0.192921,0.192921,3763260
11/25/2017,0.192811,0.193242,0.174594,0.180959,0.180959,2292830
11/26/2017,0.183492,0.185923,0.170017,0.182888,0.182888,1860700
11/27/2017,0.182888,0.185542,0.171907,0.184168,0.184168,4242550
11/28/2017,0.186821,0.192135,0.175586,0.176424,0.176424,5251760
11/29/2017,0.176567,0.182296,0.137963,0.145255,0.145255,5052720
11/30/2017,0.14736,0.176797,0.142163,0.170461,0.170461,4621870
12/1/2017,0.169528,0.179564,0.16127,0.177823,0.177823,4352980
